DATE,p_saving_rate,target,mortgage_rate,IPI_Cement,PPI_Cement,permit,PPI_Concrete,population,new_private_house,emratio,income,new_private_hw_under,GDP,home_ow_rate,house_st,total_emp_cons,labor_percent,all_Const_Emp,monthly_supply,unemployed_rate,MSPUS
5/1/2021,9.9,255.481,2.9625,99.2814,268.2,1680,5.598421959,332144,5325.825724,58,20899.7,1338,23292.362,65.5,1600,7394,61.5,855.8,5.6,5.8,382600
6/1/2021,8.7,261.206,2.975,96.703,268.4,1644,5.598421959,332231,5137.099576,58,20934.3,1372,23292.362,65.5,1661,7400,61.7,857.8,5.8,5.9,382600
7/1/2021,9.4,265.545,2.868,95.8351,269.453,1618,5.608797575,332358,5442.568718,58.4,21156.5,1387,23828.973,65.4,1593,7415,61.8,867.2,5.7,5.4,411200
8/1/2021,8.7,268.821,2.8425,95.9847,271.193,1837,5.608797575,332489,5204.706303,58.6,21207.3,1412,23828.973,65.4,1576,7431,61.7,873.6,6.5,5.2,411200
9/1/2021,7.2,271.474,2.9,96.9222,271.694,1636,5.608797575,332594,4820.556519,58.8,21051.2,1437,23828.973,65.4,1560,7472,61.7,879.9,6,4.8,411200
10/1/2021,6.6,273.682,3.0675,97.2735,271.977,1727,5.608797575,332692,4949.613065,59,21201.4,1464,24654.603,65.5,1572,7514,61.8,882.8,6.8,4.5,423600
11/1/2021,6.2,276.049,3.0675,101.2447,270.722,1775,5.633628215,332790,5579.340204,59.4,21297.7,1493,24654.603,65.5,1712,7560,61.9,889.2,6,4.2,423600
12/1/2021,6.1,278.63,3.098,105.87,271.163,1948,5.633628215,332876,5325.825724,59.5,21352.9,1526,24654.603,65.5,1787,7594,62,896.4,5.6,3.9,423600
1/1/2022,4.1,282.015,3.445,102.9497,280.267,1898,5.685435188,332918,4935.243217,59.7,21294.8,1553,25029.116,65.4,1669,7590,62.2,902.9,5.8,4,433100
2/1/2022,4.1,287.258,3.7625,101.875,281.955,1817,5.711426518,332959,5491.345503,59.8,21426.2,1581,25029.116,65.4,1771,7669,62.2,910.6,6.2,3.8,433100
3/1/2022,3.4,295.081,4.172,101.5162,281.915,1877,5.711426518,333056,5418.209748,60.1,21510.5,1631,25029.116,65.4,1713,7692,62.4,913.6,7,3.6,433100
4/1/2022,3.1,301.728,4.9825,97.823,287.439,1795,5.722450472,333184,5442.568718,59.9,21581.3,1667.5,25544.273,65.9,1803,7698,62.2,918.3,8.5,3.6,449300
5/1/2022,3.1,306.506,5.23,98.8438,287.567,1708,5.722450472,333317,5859.630519,60,21657.1,1667.5,25544.273,65.9,1543,7736,62.3,925.1,8.3,3.6,449300
6/1/2022,2.7,308.301,5.522,100.5367,288.522,1701,5.738872875,333460,5594.030405,59.9,21740.7,1667.5,25544.273,65.9,1561,7749,62.2,921.4,9.5,3.6,449300
7/1/2022,3.5,307.136,5.4125,99.3388,296.731,1658,5.738872875,333624,5613.628141,59.9,21910.5,1667.5,25994.639,66,1371,7773,62.1,924.1,10.1,3.5,468000
8/1/2022,3.2,303.686,5.2225,97.9552,299.595,1586,5.738872875,333799,5413.340315,60.1,22024.3,1667.5,25994.639,66,1505,7781,62.3,924.5,8.7,3.7,468000
9/1/2022,3,300.503,6.112,98.9721,301.55,1588,5.742656974,333976,5820.142955,60.1,22121.5,1667.5,25994.639,66,1463,7797,62.3,924.6,9.7,3.5,468000
10/1/2022,3,298.727,6.9,99.6175,306.085,1555,5.742656974,334141,5379.276376,60,22242.2,1667.5,26408.405,65.9,1432,7814,62.2,929.5,9.7,3.7,479500
11/1/2022,3.3,296.923,6.805,92.0686,307.269,1402,5.742656974,334287,6342.172793,59.9,22267.7,1667.5,26408.405,65.9,1427,7833,62.2,929,9.4,3.6,479500
12/1/2022,3.4,294.415,6.364,92.3086,307.445,1409,5.742656974,334420,5584.236165,60.1,22312.3,1667.5,26408.405,65.9,1357,7859,62.3,934.3,8.5,3.5,479500
1/1/2023,4.4,292.849,6.2725,95.9918,322.376,1354,5.806197657,334533,5520.649086,60.2,22525.3,1667.5,26813.601,66,1340,7885,62.4,935.8,8.1,3.4,429000
2/1/2023,4.7,293.468,6.2575,98.5209,326.256,1482,5.806197657,334637,6512.914619,60.2,22648.4,1667.5,26813.601,66,1436,7899,62.5,931.7,8.4,3.6,429000
3/1/2023,5.2,297.316,6.544,93.3392,326.838,1437,5.811221828,334753,6267.106393,60.4,22757.9,1667.5,26813.601,66,1380,7890,62.6,931.6,8.1,3.5,429000
4/1/2023,5.2,301.469,6.3425,92.2793,327.097,1417,5.821432168,334880,5711.801065,60.4,22815.8,1667.5,27063.012,65.9,1348,7901,62.6,928.1,7.6,3.4,418500
5/1/2023,5.3,305.427,6.425,97.6334,329.026,1496,5.821432168,335013,6297.113648,60.3,22893.1,1667.5,27063.012,65.9,1583,7926,62.6,927.8,7.2,3.7,418500
6/1/2023,4.9,308.307,6.714,97.0416,328.71,1441,5.821432168,335163,6087.608141,60.3,22941.5,1667.5,27063.012,65.9,1418,7955,62.6,929.5,7.5,3.6,418500
7/1/2023,4.1,310.162,6.84,94.5577,331.181,1443,5.821432168,335329,5311.26497,60.4,22994.3,1667.5,27623.543,66,1451,7967,62.6,922.6,7,3.5,431000
8/1/2023,4.1,310.182,6.774,94.6677,331.189,1442,5.821132,335329,5311.219,60.3,22994.2,1667.6,27623.58,66.1,1451,7967,62.3,922.4,7,3.5,431000
9/1/2023,4.2,310.183,6.773,94.6687,331.179,1442,5.821152,335359,5311.229,60.3,22994.5,1667.7,27623.57,66.1,1451,7968,62.3,921.4,7,3.5,431300
10/1/2023,4.2,311.183,6.783,94.6787,331.179,1443,5.821162,335360,5311.219,60.3,22984.5,1663.7,27623.58,66.2,1451,7969,62.3,922.4,7.1,3.5,431310
11/1/2023,4.5,311.19,6.783,94.6786,331.178,1443,5.821165,335363,5311.219,60.3,22985.5,1663.7,27626.58,66.3,1453,7969,62.4,923.4,7.1,3.5,431350
12/1/2023,4.6,311.19,6.793,94.6776,331.188,1443,5.821166,335363,5311.219,60.5,22986.5,1664.7,27626.57,66.4,1454,7968,62.3,924.4,7.1,3.5,431360
1/1/2024,4.7,292.847,6.2625,95.9898,322.476,1354,5.806197658,334933,5520.649086,59.2,22545.3,1677.5,26822.601,66,1340,7895,62.4,936.8,8.1,3.4,429050
2/1/2024,4.7,293.468,6.2535,98.5269,326.266,1582,5.906197657,364637,6512.914619,61.2,22348.4,1687.5,26878.601,67,1456,7897,62.3,941.7,8.3,3.6,428000
3/1/2024,5.5,297.376,6.554,93.3492,326.848,1477,5.811221828,335753,6267.106393,60.3,22857.9,1677.5,26893.601,67,1370,7889,62.1,931.7,8.7,3.9,426000
4/1/2024,5.3,301.469,6.3445,92.2773,325.097,1427,5.832432168,334680,5711.801065,61.4,22865.8,1697.5,27073.012,65.8,1368,7981,63.6,929.1,7.7,3.5,417500
5/1/2024,5.1,305.427,6.445,97.6354,329.126,1466,5.931432168,335053,6297.113648,60.2,22993.1,1677.5,27089.012,64.9,1573,7886,62.4,928.8,7.2,3.9,418700
6/1/2024,5,308.322,6.717,96.0416,328.712,1446,5.821432167,335173,6087.608141,61.3,22981.5,1657.5,27067.012,65.9,1458,7915,61.6,927.5,7.5,3.7,416500
7/1/2024,4.7,310.162,6.98,95.5577,331.191,1453,5.831432168,338329,5311.26497,61.4,22974.3,1677.5,27629.543,66,1452,7997,62.7,926.6,7.1,3.6,437000
8/1/2024,4.6,310.192,6.873,93.6677,332.189,1432,5.921132,337729,5312.219,60.6,22954.2,1687.6,27629.58,66.1,1461,7787,62.2,927.4,7.3,3.7,431900
9/1/2024,4.9,310.183,6.753,94.5687,331.679,1446,5.899152,339359,5313.229,60.3,22974.5,1697.7,27676.57,66.6,1461,7868,62.1,931.4,7,3.8,435300
10/1/2024,4.6,311.123,6.943,94.6797,332.179,1473,5.825162,336360,5411.219,60.3,22884.5,1699.7,27693.58,66.4,1441,7989,62,922.7,7.7,3.7,431710
11/1/2024,4.3,318.19,6.383,94.6686,331.188,1483,5.7721165,335863,5391.219,62.3,22988.5,1693.7,27676.58,66.7,1483,7969,62.6,927.4,7.3,3.4,437350
12/1/2024,4.9,311.28,6.763,92.6776,335.188,1446,5.421166,335763,5391.219,61.5,22786.5,1674.7,27628.57,66.4,1459,7978,62.6,974.4,7.8,3.7,437360
1/1/2025,6.6,292.859,7.2825,95.9978,327.376,1354,5.809997657,334663,5520.649089,60.6,22585.3,1677.5,26813.701,66.1,1341,7895,62.4,965.8,8.9,3.6,429000
2/1/2025,6.1,293.568,6.2475,98.5269,326.456,1462,5.806187957,344637,6512.914679,61.2,22748.4,1667.5,26813.704,66,1435,7899,62.2,971.7,8.4,3.9,429700
3/1/2025,6.2,297.366,6.843,93.3382,326.868,1537,5.844221828,374753,6267.106398,60.9,22767.9,1677.5,26878.601,66.3,1387,7790,62.3,956.6,8.7,3.5,424000
4/1/2025,5.1,301.869,6.3445,92.2793,327.797,1427,5.824432168,394880,5711.807786,60.4,22895.8,1667.5,27063.012,65.9,1347,7909,62.6,928.1,7.6,3.6,418500
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
